baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
mmu-miR-182-5p	11534.8293567792	4.13523322338502	0.36615138284783	11.2937801606053	1.40846010058949e-29	1.69719442121034e-26
mmu-miR-200b-3p	581.129788977618	3.31480751828781	0.3097899044947	10.7001792834231	1.01581484612574e-26	6.12028444790756e-24
mmu-miR-183-5p	1303.83610098432	4.12086084778935	0.388763157574294	10.5999263754869	2.98214901082728e-26	1.19782985268229e-23
mmu-miR-200a-3p	770.647844188361	3.95813191585848	0.382333889928298	10.3525531482464	4.07472067816674e-25	1.22750960429773e-22
mmu-miR-429-3p	1011.95341719648	3.44755915077527	0.357513144880925	9.6431675314303	5.2541178273863e-22	1.2662423964001e-19
mmu-miR-200c-3p	48.0823512237416	3.8129029834415	0.47826348472537	7.97238991730878	1.55634850247493e-15	3.12566657580381e-13
mmu-miR-96-5p	43.6085847538328	4.22920402967821	0.635390800626501	6.65606745566378	2.81251210633817e-11	4.84153869733927e-09
mmu-miR-200a-5p	26.7796752619407	3.41828711546874	0.576948221631734	5.92477277389136	3.12729506695275e-09	4.71048819459757e-07
mmu-miR-141-3p	519.115380097048	4.50616040911646	0.793860897994427	5.67625943096657	1.37671937461271e-08	1.84327427378701e-06
mmu-miR-7a-5p	416.625317623302	1.12573640160596	0.249587453567628	4.51038858530176	6.47089807786613e-06	0.000779743218382869
mmu-miR-183-3p	10.7773462841833	3.71308387607845	0.914717422024029	4.05926878255185	4.92266246156651e-05	0.0053925529692615
mmu-miR-141-5p	6.83615826338876	4.90937968528221	1.34318491617768	3.65502889896419	0.000257153009568771	0.0258224480441975
